SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
FAM162A,26355,family with sequence similarity 162 member A,1.052062649,7.003746876,4.063381557,0.00016584,0.001512166,0.585644794
SNORA65,26783,small nucleolar RNA  H/ACA box 65,-1.176505093,5.495164588,-3.960831099,0.000230766,0.001952791,0.27470454
SNORD43,26807,small nucleolar RNA  C/D box 43,1.014435739,7.652561731,4.345135235,6.57E-05,0.000765585,1.459711233
SNORD36B,26814,small nucleolar RNA  C/D box 36B,1.106450134,4.603435468,3.213299839,0.002267094,0.010862197,-1.852855511
RNU5E-1,26829,RNA  U5E small nuclear 1,-1.220033668,10.23339512,-2.874610211,0.005870382,0.022292291,-2.721718048
RANBP6,26953,RAN binding protein 6,1.311658444,7.786867797,4.932772624,8.89E-06,0.000175823,3.361260029
AP3M1,26985,adaptor related protein complex 3 subunit mu 1,-1.104610977,7.083021344,-5.115836483,4.69E-06,0.000109351,3.971203403
CYFIP2,26999,cytoplasmic FMR1 interacting protein 2,-1.357739208,6.594085921,-3.4906493,0.000998197,0.006052214,-1.094471524
MORC1,27136,MORC family CW-type zinc finger 1,1.071784033,3.943826433,2.66224255,0.010335203,0.033423645,-3.231072126
ARFIP1,27236,ADP ribosylation factor interacting protein 1,-1.300338165,6.051903073,-4.982655144,7.48E-06,0.000157063,3.526746131
ERLEC1,27248,endoplasmic reticulum lectin 1,-1.371202859,8.992517003,-4.437691822,4.83E-05,0.000607051,1.752666961
RAB30,27314,RAB30  member RAS oncogene family,-1.544771661,8.747863827,-4.135658125,0.000131111,0.001269297,0.807181076
EIF3K,27335,eukaryotic translation initiation factor 3 subunit K,1.422479522,9.710694943,5.968982386,2.23E-07,1.37E-05,6.888449375
APOBEC3C,27350,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,-1.068014292,7.270847795,-4.70585378,1.94E-05,0.000311819,2.615880181
IGKV1D-8,28904,immunoglobulin kappa variable 1D-8,-3.968053428,5.742264473,-11.36842064,1.21E-15,5.70E-12,25.08366154
IGKV2-24,28923,immunoglobulin kappa variable 2-24,-5.035069279,7.471343758,-7.726114475,3.71E-10,1.75E-07,13.04029003
C11orf54,28970,chromosome 11 open reading frame 54,-1.756403674,5.743032677,-6.695750347,1.59E-08,2.13E-06,9.428734075
DROSHA,29102,drosha ribonuclease III,-1.146626878,5.368510578,-4.269486245,8.45E-05,0.000914324,1.222330934
CFAP20,29105,cilia and flagella associated protein 20,-1.290406849,6.258620223,-4.17643608,0.000114746,0.001148683,0.93301096
CLEC2D,29121,C-type lectin domain family 2 member D,-1.110184529,4.866838326,-3.33877968,0.001571007,0.008476593,-1.514669551
CD274,29126,CD274 molecule,1.764568453,5.917165924,3.393391647,0.001336181,0.007475303,-1.364907728
BLNK,29760,B cell linker,-1.367183162,7.671778447,-3.581546724,0.000757262,0.004900849,-0.837544697
SLC40A1,30061,solute carrier family 40 member 1,-1.829599585,7.008730841,-3.357393499,0.00148689,0.00809701,-1.4637972
EHD4,30844,EH domain containing 4,1.858695175,8.090553334,5.881448336,3.07E-07,1.69E-05,6.584873674
PIK3R4,30849,phosphoinositide-3-kinase regulatory subunit 4,-1.218639805,5.787084812,-5.353124271,2.03E-06,6.29E-05,4.771647202
G0S2,50486,G0/G1 switch 2,1.27655523,8.417548952,3.465662647,0.001076281,0.006401902,-1.164397786
PNPLA8,50640,patatin like phospholipase domain containing 8,1.075688152,7.818974203,3.405007137,0.001290729,0.007296786,-1.332858324
VPS36,51028,vacuolar protein sorting 36 homolog,-1.754574503,6.305550087,-5.829963094,3.69E-07,1.97E-05,6.40666878
KLHL5,51088,kelch like family member 5,-1.529934313,6.583158037,-4.313167058,7.31E-05,0.000828813,1.359166488
RNFT1,51136,ring finger protein  transmembrane 1,-1.175215833,6.699252908,-3.628845816,0.000654975,0.004371146,-0.702306672
INSIG2,51141,insulin induced gene 2,-1.028320379,6.816170291,-3.477522262,0.001038521,0.00623263,-1.131246302
IER5,51278,immediate early response 5,1.048550122,8.686720847,4.968944017,7.84E-06,0.000162575,3.481203977
TIMMDC1,51300,translocase of inner mitochondrial membrane domain containing 1,-1.007365045,7.214938021,-3.251977013,0.002026342,0.010036992,-1.749510186
SLC22A17,51310,solute carrier family 22 member 17,-1.124325477,6.908471101,-3.927835648,0.000256447,0.002107896,0.175534596
KRCC1,51315,lysine rich coiled-coil 1,-1.851819763,4.586582105,-6.394615428,4.76E-08,4.31E-06,8.373006413
HOOK1,51361,hook microtubule tethering protein 1,-1.789405662,4.957717812,-4.034661118,0.000181983,0.001634027,0.498154864
CHST15,51363,carbohydrate sulfotransferase 15,-1.2050619,7.717577453,-5.595070537,8.58E-07,3.57E-05,5.597428207
ANAPC7,51434,anaphase promoting complex subunit 7,-1.217857911,5.67854456,-5.312127801,2.35E-06,6.87E-05,4.632633658
VTA1,51534,vesicle trafficking 1,-1.171456398,5.954210732,-4.079741934,0.000157273,0.001453776,0.635621761
ARMCX3,51566,armadillo repeat containing X-linked 3,-1.395326715,6.700163069,-5.546310501,1.02E-06,3.94E-05,5.430315977
ESF1,51575,ESF1 nucleolar pre-rRNA processing protein homolog,-1.275177686,4.785694826,-5.344059993,2.10E-06,6.37E-05,4.740887093
NLK,51701,nemo like kinase,-1.08256997,6.584373712,-4.000803811,0.00020297,0.001784995,0.395421233
CAB39,51719,calcium binding protein 39,-1.167667235,8.833154035,-3.38596577,0.00136603,0.007588162,-1.385361305
CNTN5,53942,contactin 5,1.643814741,5.437084701,2.688645494,0.009646551,0.031783631,-3.169321768
CPSF2,53981,cleavage and polyadenylation specific factor 2,-1.309114098,7.246049006,-4.687689719,2.07E-05,0.000327316,2.556776238
ARMCX6,54470,armadillo repeat containing X-linked 6,-1.044654559,6.313149986,-4.19678924,0.000107338,0.001086073,0.996037148
HEATR5B,54497,HEAT repeat containing 5B,-1.349206198,5.956699523,-5.358465138,1.99E-06,6.29E-05,4.789778111
ZDHHC13,54503,zinc finger DHHC-type containing 13,-1.618519913,5.439497412,-6.114447716,1.32E-07,9.27E-06,7.394413433
APBB1IP,54518,amyloid beta precursor protein binding family B member 1 interacting protein,-1.792978635,5.552743605,-5.503836744,1.19E-06,4.41E-05,5.285019628
EXOC6,54536,exocyst complex component 6,-1.265109516,5.673565496,-4.895534404,1.01E-05,0.000192774,3.238089173
DDIT4,54541,DNA damage inducible transcript 4,1.381076898,8.272203299,3.257406861,0.001994542,0.00997271,-1.734937123
TMEM106B,54664,transmembrane protein 106B,-1.19979174,7.104609742,-3.482470274,0.001023143,0.006187516,-1.117394581
MPHOSPH8,54737,M-phase phosphoprotein 8,-1.870922071,5.882788718,-6.453459266,3.85E-08,3.77E-06,8.579062375
GRAMD1C,54762,GRAM domain containing 1C,-1.322016535,5.233509,-3.645482391,0.000622248,0.004224643,-0.654493387
ESRP1,54845,epithelial splicing regulatory protein 1,-1.778776237,5.394404977,-2.910191896,0.00532676,0.020627494,-2.633612591
TENT5C,54855,terminal nucleotidyltransferase 5C,-1.035066991,10.40960652,-3.646054192,0.000621152,0.004224643,-0.652847786
LAX1,54900,lymphocyte transmembrane adaptor 1,-1.759925197,7.520353676,-4.973932556,7.71E-06,0.000161186,3.497768843
ATG2B,55102,autophagy related 2B,-1.479577822,5.728564745,-4.983443351,7.46E-06,0.000157063,3.529365455
LARP1B,55132,La ribonucleoprotein 1B,-1.437075808,6.132741589,-5.67802197,6.38E-07,2.91E-05,5.882446926
SRBD1,55133,S1 RNA binding domain 1,-1.809583262,5.696661826,-6.858029725,8.78E-09,1.33E-06,9.998474657
ELP3,55140,elongator acetyltransferase complex subunit 3,-1.230424156,6.381132522,-5.450005212,1.44E-06,5.06E-05,5.101249304
SDAD1,55153,SDA1 domain containing 1,-1.750491714,6.980646838,-5.77646665,4.48E-07,2.22E-05,6.22179847
DARS2,55157,aspartyl-tRNA synthetase 2 mitochondrial,-1.085953629,6.149610133,-3.300598585,0.001757864,0.009128863,-1.618456183
RIF1,55183,replication timing regulatory factor 1,-1.030425706,6.592383865,-3.871075589,0.000307208,0.002437459,0.005965948
PBRM1,55193,polybromo 1,-1.528103851,7.055678113,-5.982960832,2.12E-07,1.32E-05,6.936993174
RESF1,55196,retroelement silencing factor 1,-1.239864125,7.52259903,-3.682103022,0.000555637,0.00387874,-0.54880197
GOLPH3L,55204,golgi phosphoprotein 3 like,-2.241693815,6.832321907,-5.95796966,2.33E-07,1.38E-05,6.850217085
SETD5,55209,SET domain containing 5,-1.109348466,7.448947181,-4.281894513,8.11E-05,0.000890558,1.261136381
NAT10,55226,N-acetyltransferase 10,-1.084292918,5.824700784,-4.190312664,0.000109643,0.00110465,0.975965724
ASXL2,55252,ASXL transcriptional regulator 2,-2.41337428,5.547796532,-9.879981415,1.78E-13,4.19E-10,20.35411844
RHOT1,55288,ras homolog family member T1,-1.046237989,6.4073059,-3.841900921,0.000336937,0.002629004,-0.080677213
MIS18BP1,55320,MIS18 binding protein 1,-1.16828966,5.063653274,-3.755526547,0.000442084,0.003234843,-0.335086451
UFSP2,55325,UFM1 specific peptidase 2,-1.102058816,5.465958188,-3.237634436,0.002112658,0.010311261,-1.787927788
SUPT20H,55578,SPT20 homolog  SAGA complex component,-1.510324309,5.665093682,-5.236256358,3.07E-06,8.26E-05,4.376131971
BMP2K,55589,BMP2 inducible kinase,-1.458211687,5.292315846,-5.875942012,3.13E-07,1.69E-05,6.565801891
KIF21A,55605,kinesin family member 21A,-1.252103122,5.370166978,-4.040369614,0.000178658,0.001610317,0.515519511
DOCK10,55619,dedicator of cytokinesis 10,-2.236618879,5.845133503,-6.538785271,2.82E-08,2.95E-06,8.878089127
G2E3,55632,G2/M-phase specific E3 ubiquitin protein ligase,-1.003605709,4.078937222,-4.352332447,6.42E-05,0.000749318,1.482393538
DENND4C,55667,DENN domain containing 4C,-1.687691336,5.31236425,-4.393393278,5.60E-05,0.000676933,1.612116973
VPS35,55737,VPS35 retromer complex component,-1.110933892,6.991448068,-3.953328142,0.000236378,0.001985994,0.252115853
AP5M1,55745,adaptor related protein complex 5 subunit mu 1,-1.226361933,6.529528457,-4.593131862,2.86E-05,0.000418598,2.250536466
EXOC1,55763,exocyst complex component 1,-1.716420589,5.95478944,-7.392387025,1.25E-09,3.92E-07,11.87353909
ZNF83,55769,zinc finger protein 83,-1.394073493,4.139989721,-4.6871718,2.07E-05,0.000327316,2.555092268
LMBRD1,55788,LMBR1 domain containing 1,-1.122117994,8.648343696,-3.906810368,0.000274227,0.002201774,0.112569517
CSGALNACT1,55790,chondroitin sulfate N-acetylgalactosaminyltransferase 1,-1.795754557,6.571631451,-4.843809743,1.21E-05,0.000219572,3.067540165
LRIF1,55791,ligand dependent nuclear receptor interacting factor 1,-1.888535995,4.974555301,-6.447683236,3.93E-08,3.77E-06,8.55882986
MBNL3,55796,muscleblind like splicing regulator 3,-1.00659879,6.689022969,-3.103664357,0.003104361,0.013870749,-2.141334796
UTP6,55813,UTP6 small subunit processome component,-1.449137931,6.051214781,-5.55874599,9.77E-07,3.84E-05,5.472904258
EAF2,55840,ELL associated factor 2,-1.498582987,7.723482641,-4.055092064,0.000170351,0.001544322,0.560360794
TMEM165,55858,transmembrane protein 165,-1.156852417,7.709463656,-4.668280695,2.21E-05,0.000345652,2.493718438
ACTR10,55860,actin related protein 10,-1.538674022,6.410750893,-5.470004743,1.34E-06,4.78E-05,5.169473159
ZNF302,55900,zinc finger protein 302,-1.28822063,5.832680413,-4.951005044,8.35E-06,0.000170033,3.421681833
MYO5C,55930,myosin VC,-1.015750496,4.540166878,-3.293639215,0.001794114,0.009243399,-1.637291273
SULF2,55959,sulfatase 2,1.374635924,8.14745136,2.519321093,0.014907209,0.044335282,-3.557271047
ZNF253,56242,zinc finger protein 253,-1.743651165,4.709164101,-7.402079792,1.21E-09,3.92E-07,11.90749153
EMC7,56851,ER membrane protein complex subunit 7,1.28723894,9.235340216,5.357577365,2.00E-06,6.29E-05,4.786764018
SMARCAD1,56916,SWI/SNF-related  matrix-associated actin-dependent regulator of chromatin  subfamily a  containing DEAD/H box 1,-1.44600651,5.414054682,-5.480732638,1.29E-06,4.67E-05,5.206093772
FEM1C,56929,fem-1 homolog C,1.46819717,8.504948381,5.932274675,2.55E-07,1.48E-05,6.761056154
YAE1,57002,YAE1 maturation factor of ABCE1,-1.424485121,4.873526423,-5.439380211,1.50E-06,5.21E-05,5.065029335
VPS35L,57020,VPS35 endosomal protein sorting factor like,-1.094749149,6.334646051,-4.756018666,1.64E-05,0.000272247,2.779559728
RARS2,57038,arginyl-tRNA synthetase 2  mitochondrial,-1.031434037,6.891422346,-4.013474724,0.000194855,0.001720063,0.433817061
GOPC,57120,golgi associated PDZ and coiled-coil motif containing,-1.366704126,5.747711104,-5.794996125,4.19E-07,2.13E-05,6.285796453
NUP107,57122,nucleoporin 107,-1.634358752,5.711336766,-6.107337187,1.35E-07,9.37E-06,7.369642471
RALGAPB,57148,Ral GTPase activating protein non-catalytic beta subunit,-1.258585095,7.052893856,-5.571491644,9.34E-07,3.72E-05,5.516577031
SLC44A2,57153,solute carrier family 44 member 2,-1.005059587,7.007087587,-2.87559373,0.005854688,0.022264508,-2.719293124
PELI1,57162,pellino E3 ubiquitin protein ligase 1,2.063389494,10.94960697,5.605960955,8.26E-07,3.47E-05,5.634796322
THOC2,57187,THO complex 2,-1.05673731,6.479531598,-3.832234556,0.000347384,0.00268823,-0.109306164
ATP10D,57205,ATPase phospholipid transporting 10D (putative),-1.634322966,6.381899469,-5.135448625,4.38E-06,0.000104669,4.03696129
PPP4R3B,57223,protein phosphatase 4 regulatory subunit 3B,-1.229990969,6.872776442,-4.790259065,1.46E-05,0.000251802,2.891650322
ERMN,57471,ermin,1.065315081,3.984712713,2.771007555,0.007759967,0.027307887,-2.973789024
INTS2,57508,integrator complex subunit 2,-1.046972935,5.704822732,-4.409134442,5.31E-05,0.000655713,1.66199008
COG6,57511,component of oligomeric golgi complex 6,-2.265487736,6.483289329,-6.56785331,2.53E-08,2.77E-06,8.980013826
TAOK1,57551,TAO kinase 1,-1.195292347,7.019732563,-4.770192277,1.56E-05,0.000263972,2.825923053
KLHL14,57565,kelch like family member 14,-2.003110049,5.384605855,-5.237310214,3.06E-06,8.26E-05,4.37968774
CFAP97,57587,cilia and flagella associated protein 97,-1.008393579,6.942015759,-4.387796084,5.70E-05,0.000683781,1.594402101
LRRN1,57633,leucine rich repeat neuronal 1,-1.355768621,6.214858543,-2.986261126,0.004317822,0.017703111,-2.442687604
USP28,57646,ubiquitin specific peptidase 28,-1.448821601,5.591260022,-5.056889836,5.77E-06,0.000126885,3.774026991
ZDBF2,57683,zinc finger DBF-type containing 2,-1.1847828,5.081753588,-2.809089989,0.007008203,0.025541126,-2.881913548
CCNB1IP1,57820,cyclin B1 interacting protein 1,1.469909215,6.568846539,4.723168972,1.83E-05,0.000300054,2.672302885
NLRC4,58484,NLR family CARD domain containing 4,-1.076286098,3.891887269,-3.414252343,0.001255605,0.007178156,-1.307300257
PLEKHA2,59339,pleckstrin homology domain containing A2,-1.01513967,7.696515745,-3.151740941,0.002706624,0.012363754,-2.015656017
APOBEC3G,60489,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,-1.139484317,5.420851933,-4.393931945,5.59E-05,0.000676933,1.613822352
LDAH,60526,lipid droplet associated hydrolase,-1.079531364,4.621599008,-3.594781054,0.000727199,0.004733599,-0.799809924
TRAPPC11,60684,trafficking protein particle complex 11,-1.604853747,5.677528957,-6.199725149,9.68E-08,7.23E-06,7.691772814
ANKEF1,63926,ankyrin repeat and EF-hand domain containing 1,-1.00408623,4.54891729,-3.830979026,0.000348764,0.002694475,-0.1130218
RRAGC,64121,Ras related GTP binding C,1.104156729,7.908475071,3.377395185,0.001401268,0.007729418,-1.40893292
TOR3A,64222,torsin family 3 member A,1.394398642,8.400922097,3.659252493,0.00059635,0.004099856,-0.614822619
MS4A6A,64231,membrane spanning 4-domains A6A,-1.123696889,5.384486232,-2.755957715,0.008077047,0.028066844,-3.009843784
NOC3L,64318,NOC3 like DNA replication regulator,-1.705239601,4.136341404,-6.905942365,7.37E-09,1.27E-06,10.16672556
PCNX4,64430,pecanex 4,-1.363652745,5.351893812,-3.857222772,0.000320995,0.002525551,-0.035218349
CSRNP1,64651,cysteine and serine rich nuclear protein 1,1.090131397,8.245086537,3.792262237,0.000393992,0.002958518,-0.227273683
ANAPC1,64682,anaphase promoting complex subunit 1,-1.023971264,5.263749427,-3.922779893,0.000260618,0.002121852,0.160377679
S100PBP,64766,S100P binding protein,-1.151815202,6.184152229,-4.968924064,7.84E-06,0.000162575,3.481137735
FNDC3B,64778,fibronectin type III domain containing 3B,-1.196580848,9.178336613,-4.486817241,4.09E-05,0.000539185,1.909239043
METTL4,64863,methyltransferase like 4,-1.208805508,5.513090227,-4.599384722,2.80E-05,0.00041367,2.270710987
PAPOLG,64895,poly(A) polymerase gamma,-1.17831641,6.323795165,-4.608726718,2.71E-05,0.000404564,2.300872895
CASD1,64921,CAS1 domain containing 1,-1.025405328,6.090989791,-3.629242797,0.000654175,0.004371146,-0.701167233
SLC30A5,64924,solute carrier family 30 member 5,-1.239710635,6.485487468,-4.41420937,5.22E-05,0.000648074,1.67808569
NT5DC2,64943,5'-nucleotidase domain containing 2,-1.020017421,7.364606769,-2.674669357,0.010005657,0.032662047,-3.202065643
INTS3,65123,integrator complex subunit 3,-1.199442726,6.53844227,-4.324506846,7.04E-05,0.000811888,1.394793479
WNK1,65125,WNK lysine deficient protein kinase 1,-1.508803169,6.961336454,-5.279593954,2.64E-06,7.43E-05,4.522520587
ZBTB10,65986,zinc finger and BTB domain containing 10,1.033339135,6.915867296,3.24752793,0.002052755,0.010115484,-1.761439206
MIS12,79003,MIS12 kinetochore complex component,-1.369769964,6.25363828,-5.155353982,4.09E-06,0.000100177,4.103779699
NUP37,79023,nucleoporin 37,-1.084697342,5.489734751,-4.145245861,0.000127071,0.001245562,0.836712498
OBI1,79596,ORC ubiquitin ligase 1,-1.010392471,5.361942731,-3.545999156,0.000844003,0.005315977,-0.938492278
CEP97,79598,centrosomal protein 97,-1.44633786,6.689802657,-4.671271588,2.19E-05,0.00034443,2.503428937
FAM118B,79607,family with sequence similarity 118 member B,-1.029675152,6.255217948,-4.217008198,0.000100439,0.001034058,1.058791935
ARMT1,79624,acidic residue methyltransferase 1,-1.420973326,5.349771763,-5.473349903,1.33E-06,4.76E-05,5.180890308
NDNF,79625,neuron derived neurotrophic factor,1.879029579,7.329288208,2.975537336,0.004448369,0.018183819,-2.46981239
RPAP3,79657,RNA polymerase II associated protein 3,-1.032150667,4.232148845,-4.304864325,7.51E-05,0.000849087,1.333108154
SMC6,79677,structural maintenance of chromosomes 6,-1.625634699,4.990563001,-6.890658049,7.80E-09,1.27E-06,10.1130524
STEAP4,79689,STEAP4 metalloreductase,-1.217712111,4.097178282,-3.00373643,0.00411272,0.017093945,-2.398339916
ZNF322,79692,zinc finger protein 322,-1.575398441,4.555714879,-6.541641401,2.79E-08,2.95E-06,8.88810277
MANEA,79694,mannosidase endo-alpha,-2.100920041,8.262448893,-4.892014625,1.02E-05,0.000193571,3.226463579
LRRK1,79705,leucine rich repeat kinase 1,-1.077718887,6.923108138,-3.707932503,0.000512824,0.00363927,-0.473891864
CYBRD1,79901,cytochrome b reductase 1,-1.63595841,5.52168777,-4.399671003,5.48E-05,0.000669766,1.631997481
KIAA0319L,79932,KIAA0319 like,-1.456390277,6.710234611,-5.964828692,2.27E-07,1.37E-05,6.874027938
TMEM156,80008,transmembrane protein 156,-3.737041296,6.603183233,-5.945638915,2.43E-07,1.43E-05,6.807422141
MINDY3,80013,MINDY lysine 48 deubiquitinase 3,-1.502253207,6.201746455,-5.352271395,2.04E-06,6.29E-05,4.76875234
ATF7IP2,80063,activating transcription factor 7 interacting protein 2,-2.029139699,4.941572502,-6.599796908,2.26E-08,2.65E-06,9.092049429
CHD9,80205,chromodomain helicase DNA binding protein 9,-1.431010575,6.336426339,-5.110726521,4.78E-06,0.000110779,3.954082692
SPG11,80208,SPG11 vesicle trafficking associated  spatacsin,-1.114786908,6.12915095,-3.961254975,0.000230452,0.001952791,0.275981342
CXorf21,80231,chromosome X open reading frame 21,-2.177818083,5.558960599,-6.259393065,7.79E-08,6.22E-06,7.900115215
SLC35F5,80255,solute carrier family 35 member F5,-1.612402812,6.877633844,-4.884621831,1.05E-05,0.000196989,3.202055104
EDEM3,80267,ER degradation enhancing alpha-mannosidase like protein 3,-1.668473863,7.361866532,-4.207556247,0.000103609,0.001059735,1.029437559
C1orf21,81563,chromosome 1 open reading frame 21,1.068829956,6.718960647,2.603077015,0.012044741,0.03765482,-3.367774603
TRMT1L,81627,tRNA methyltransferase 1 like,-1.873334168,4.781715999,-6.216375536,9.11E-08,6.92E-06,7.749888817
ISCA1,81689,iron-sulfur cluster assembly 1,1.082726641,7.525770175,3.270576027,0.001919363,0.009710327,-1.699527143
DOCK8,81704,dedicator of cytokinesis 8,-1.181267594,7.273707632,-3.751852615,0.000447192,0.003267142,-0.345836651
RNF170,81790,ring finger protein 170,-1.063495421,6.826246729,-3.980607692,0.000216583,0.00186634,0.334351177
ARPC5L,81873,actin related protein 2/3 complex subunit 5 like,1.478880151,7.422395276,5.736782732,5.16E-07,2.50E-05,6.084866207
ZNF93,81931,zinc finger protein 93,-1.480323963,5.996930313,-4.59989741,2.79E-05,0.00041367,2.272365636
PUS7L,83448,pseudouridine synthase 7 like,-1.149198512,5.897223978,-3.961182597,0.000230506,0.001952791,0.275763319
COG3,83548,component of oligomeric golgi complex 3,-1.238981775,6.416584747,-4.766563232,1.58E-05,0.000265376,2.81404722
PARP9,83666,poly(ADP-ribose) polymerase family member 9,1.235594318,7.250216248,4.202290425,0.000105416,0.001073559,1.013097336
SETDB2,83852,SET domain bifurcated histone lysine methyltransferase 2,-1.90348234,5.007753787,-6.924206668,6.90E-09,1.25E-06,10.23086344
SNX25,83891,sorting nexin 25,-1.691478886,6.146958822,-5.576992166,9.16E-07,3.68E-05,5.535431371
B3GNT5,84002,UDP-GlcNAc:betaGal beta-1 3-N-acetylglucosaminyltransferase 5,1.644301208,6.233824749,3.400502688,0.001308178,0.007371228,-1.345295087
SLC41A2,84102,solute carrier family 41 member 2,-2.169958464,6.837307749,-7.013212879,4.98E-09,9.77E-07,10.5434079
RPF2,84154,ribosome production factor 2 homolog,-1.346876004,6.566838757,-4.840932748,1.22E-05,0.000220355,3.058072738
HSDL2,84263,hydroxysteroid dehydrogenase like 2,-1.316003318,5.668137967,-3.658263139,0.000598176,0.004102649,-0.617675762
C9orf64,84267,chromosome 9 open reading frame 64,-1.200087136,5.942954344,-5.406772536,1.68E-06,5.61E-05,4.953981273
YIPF4,84272,Yip1 domain family member 4,-1.569582484,6.049874791,-7.506397863,8.25E-10,2.98E-07,12.27268259
EIF1AD,84285,eukaryotic translation initiation factor 1A domain containing,1.070983168,7.159850433,4.076535712,0.000158918,0.001466095,0.625819638
SYVN1,84447,synoviolin 1,-1.133479462,8.372924935,-4.523394155,3.62E-05,0.000492398,2.026288085
ACSS1,84532,acyl-CoA synthetase short chain family member 1,-1.071644967,6.72728588,-4.888439267,1.04E-05,0.000195199,3.214657373
FAM126A,84668,family with sequence similarity 126 member A,-1.062639642,5.937391386,-2.93715747,0.004946354,0.019672522,-2.566329372
FCRLA,84824,Fc receptor like A,1.48898145,9.367386546,2.774325514,0.007691625,0.027167383,-2.96582082
ATP5MD,84833,ATP synthase membrane subunit DAPIT,1.071275886,8.289518278,3.748786515,0.000451499,0.003288395,-0.354803785
FBH1,84893,F-box DNA helicase 1,-1.623356043,7.261863888,-4.779002591,1.51E-05,0.000258889,2.854768119
TMEM87B,84910,transmembrane protein 87B,-1.393056005,6.984013256,-4.782096271,1.50E-05,0.000257084,2.864901497
ATG4C,84938,autophagy related 4C cysteine peptidase,-1.654914818,5.500041416,-4.450286632,4.63E-05,0.000589817,1.792738862
H2BC12,85236,H2B clustered histone 12,1.64053586,8.754742571,3.890601364,0.00028874,0.002310415,0.064150262
KLHL6,89857,kelch like family member 6,-1.120342957,8.536187313,-3.659174442,0.000596494,0.004099856,-0.615047723
RSPRY1,89970,ring finger and SPRY domain containing 1,-1.324471901,6.557099633,-4.596800198,2.82E-05,0.000414709,2.262370824
ANKRD44,91526,ankyrin repeat domain 44,-1.314786086,5.806934257,-4.500270687,3.91E-05,0.000519661,1.952244914
RSAD2,91543,radical S-adenosyl methionine domain containing 2,1.904192038,6.320385022,2.600710793,0.012118194,0.037809088,-3.373193258
SLFN11,91607,schlafen family member 11,-1.627280664,7.093799903,-5.224015407,3.21E-06,8.44E-05,4.334845184
CABLES1,91768,Cdk5 and Abl enzyme substrate 1,-1.991807094,5.128737312,-9.054693858,3.16E-12,3.72E-09,17.60773675
NXPE3,91775,neurexophilin and PC-esterase domain family member 3,-1.149313003,7.736128281,-3.285579494,0.001836978,0.009367164,-1.659072433
TIMD4,91937,T cell immunoglobulin and mucin domain containing 4,-1.487604408,5.35702521,-2.58838395,0.012507503,0.038712551,-3.401360952
CTBP1-DT,92070,CTBP1 divergent transcript,-1.250077161,5.911680856,-5.393209702,1.76E-06,5.84E-05,4.907841376
LMBRD2,92255,LMBR1 domain containing 2,-1.62698326,5.758384121,-4.260429468,8.70E-05,0.000935067,1.194039763
FAM114A1,92689,family with sequence similarity 114 member A1,-1.478319713,5.608310675,-5.12026048,4.62E-06,0.000108743,3.986030031
TBCK,93627,TBC1 domain containing kinase,-1.167465964,5.398966329,-4.163502328,0.000119709,0.001188255,0.8930363
ARHGAP18,93663,Rho GTPase activating protein 18,-1.145515722,6.016639642,-3.251416975,0.002029649,0.010041534,-1.751012361
ARHGAP12,94134,Rho GTPase activating protein 12,-1.166756054,6.580002634,-3.772611826,0.000419054,0.003095212,-0.285016631
WDR89,112840,WD repeat domain 89,-1.610411403,4.455996714,-7.039221334,4.53E-09,9.27E-07,10.63472673
LARP4,113251,La ribonucleoprotein 4,-1.052975653,7.133196489,-3.83350016,0.000345999,0.002681921,-0.105560045
PIK3IP1,113791,phosphoinositide-3-kinase interacting protein 1,1.252951691,6.724854982,3.410891614,0.001268267,0.00721524,-1.316595867
ZNF257,113835,zinc finger protein 257,-1.28425326,7.227668773,-5.098738624,4.98E-06,0.000114407,3.913938328
OSBPL10,114884,oxysterol binding protein like 10,-1.254114732,7.48910772,-3.630533285,0.000651582,0.004360903,-0.697462699
EPB41L4A-AS1,114915,EPB41L4A antisense RNA 1,1.896049571,8.368986541,6.442558775,4.00E-08,3.77E-06,8.540880802
CGAS,115004,cyclic GMP-AMP synthase,-1.14946733,7.174777358,-3.559378485,0.000810297,0.005151427,-0.900568029
OMA1,115209,OMA1 zinc metallopeptidase,-1.479615805,6.641199414,-4.943949414,8.56E-06,0.000173348,3.398290742
PCMTD1,115294,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,-1.761225778,8.276065603,-4.333076687,6.84E-05,0.000794942,1.421745975
MRPL53,116540,mitochondrial ribosomal protein L53,1.30564273,8.958394259,5.910628642,2.76E-07,1.56E-05,6.685992784
NEDD1,121441,NEDD1 gamma-tubulin ring complex targeting factor,-1.137933215,5.633196032,-4.095164937,0.000149591,0.001399257,0.682826736
FGD4,121512,FYVE  RhoGEF and PH domain containing 4,-1.131478739,5.555337684,-2.866976617,0.005993525,0.022650227,-2.740518903
SPIC,121599,Spi-C transcription factor,-1.938051192,3.885433204,-4.125602575,0.000135482,0.00129299,0.776244556
TRAPPC6B,122553,trafficking protein particle complex 6B,-1.298092661,5.730317144,-4.524952826,3.60E-05,0.000492347,2.031284747
IFFO2,126917,intermediate filament family orphan 2,1.234283609,6.570408211,3.199557314,0.00235895,0.011177102,-1.889380002
